timestamp,latitude,longitude,altitude,northing,easting,down,utm_zone,velocity_north,velocity_east,velocity_down,roll,pitch,yaw
1433499014111746,51.7605740987,-1.2613424292,111.59523,5735839.251608223,619991.2240081961,-111.59523,30U,1.992,-0.68,-0.018,0.004854699999962288,-0.008780700000514488,1.2470175999994226
1433499014218413,51.7605760408,-1.2613433084,111.57872,5735839.466135572,619991.1581865419,-111.57872,30U,2.054,-0.712,-0.024,0.006038378792298375,-0.008118077042547203,1.24403032072415
1433499014323175,51.7605782022,-1.2613440632,111.535866,5735839.70525515,619991.1003681481,-111.535866,30U,2.114,-0.744,-0.018,0.00847269255476588,-0.007175315414045989,1.2392015622195762
1433499014414604,51.7605803695,-1.26134491,111.49984,5735839.944879481,619991.0361853099,-111.49984,30U,2.177,-0.773,-0.018,0.011652152398896375,-0.005882199108977079,1.23347316982158
1433499014506033,51.7605824416,-1.261345952,111.488289,5735840.173595812,619990.9587843721,-111.488289,30U,2.241,-0.798,-0.029,0.01346375213420149,-0.005794053187184587,1.2276436784063574
1433499014611748,51.7605844884,-1.2613471164,111.489395,5735840.399297242,619990.8730038449,-111.489395,30U,2.303,-0.829,-0.017,0.01486647094670406,-0.005981886744760022,1.2215768663958735
1433499014717462,51.7605865751,-1.2613483558,111.491348,5735840.62931241,619990.7819418818,-111.491348,30U,2.359,-0.873,-0.016,0.0153810425128919,-0.005369197665418941,1.215288236017475
1433499014808891,51.7605887121,-1.2613496556,111.494148,5735840.864821889,619990.6865784354,-111.494148,30U,2.415,-0.915,-0.023,0.0169227033690782,-0.005275347070389124,1.2090497191051013
1433499014900319,51.7605909065,-1.2613510108,111.496513,5735841.106623466,619990.5872397269,-111.496513,30U,2.471,-0.953,-0.027,0.01778643189883318,-0.005488386643351263,1.202507520789876
1433499015005082,51.7605931577,-1.2613524123,111.499161,5735841.354665391,619990.4845553277,-111.499161,30U,2.529,-0.99,-0.026,0.019216231786297753,-0.005744594270243717,1.1958160547664067
1433499015111749,51.7605954572,-1.2613538836,111.501251,5735841.6079637455,619990.3769260694,-111.501251,30U,2.584,-1.04,-0.015,0.020746900000349632,-0.006018600000393793,1.1896208000004083
1433499015218416,51.7605978046,-1.2613554188,111.503578,5735841.866483756,619990.2647601648,-111.503578,30U,2.637,-1.075,-0.034,0.02197747888066491,-0.006385441907051175,1.1840130848173618
1433499015323179,51.7606001954,-1.2613570039,111.5093,5735842.129748025,619990.1490356678,-111.5093,30U,2.684,-1.118,-0.068,0.024528761412157884,-0.007774126057544891,1.1792406388671748
1433499015414608,51.7606026247,-1.2613586641,111.516823,5735842.397170183,619990.0280265518,-111.516823,30U,2.735,-1.164,-0.064,0.025692616208561767,-0.01000024262291734,1.1756436201731026
1433499015506037,51.7606051114,-1.2613603623,111.521271,5735842.67091307,619989.9042429306,-111.521271,30U,2.797,-1.184,-0.024,0.027128409921451494,-0.011404092576326814,1.1722314902298256
1433499015611751,51.7606076556,-1.2613620987,111.522835,5735842.950987477,619989.7776707397,-111.522835,30U,2.853,-1.222,-0.016,0.02833283249823559,-0.012218787517152985,1.1684541831569617
1433499015718418,51.7606102515,-1.2613638933,111.524551,5735843.236715502,619989.6469451821,-111.524551,30U,2.908,-1.262,-0.028,0.02883242156994836,-0.013850253555217039,1.1651686070482188
1433499015825085,51.7606129008,-1.2613657377,111.526215,5735843.528300017,619989.5126414252,-111.526215,30U,2.965,-1.294,-0.012,0.03000407808410176,-0.014923830627084175,1.162465989872644
1433499015926752,51.7606156099,-1.2613676155,111.525803,5735843.826479724,619989.3758742447,-111.525803,30U,3.021,-1.328,-0.029,0.031265557882687915,-0.015350410206028892,1.160088472000339
1433499016006753,51.7606183818,-1.2613695329,111.522346,5735844.131578044,619989.2362078339,-111.522346,30U,3.075,-1.363,-0.011,0.032981279372742076,-0.016306374178689284,1.1584908156707119
1433499016086753,51.7606212063,-1.2613714991,111.517036,5735844.442445534,619989.0930343566,-111.517036,30U,3.13,-1.398,-0.01,0.03470359999982191,-0.01702200000049415,1.1579123000002438
1433499016185086,51.7606240871,-1.2613735024,111.511551,5735844.759512908,619988.9471514053,-111.511551,30U,3.195,-1.41,-0.005,0.03509723570722773,-0.018013470260306728,1.1583361684423243
1433499016291753,51.760627028,-1.2613755178,111.504936,5735845.08324388,619988.8002741252,-111.504936,30U,3.257,-1.424,-0.001,0.03547774707098397,-0.018889009276030322,1.1594226523933067
1433499016398420,51.7606299995,-1.261377592,111.501236,5735845.410281031,619988.6492580215,-111.501236,30U,3.317,-1.454,0.017,0.03523802477351766,-0.019125313267616795,1.1620669795965943
1433499016505088,51.7606330126,-1.2613797064,111.499092,5735845.741878234,619988.4953574958,-111.499092,30U,3.379,-1.468,0.02,0.03530823813014162,-0.01857041341163804,1.1658599076385345
1433499016611755,51.7606360804,-1.2613818361,111.49823,5735846.079533256,619988.3402561309,-111.49823,30U,3.437,-1.479,-0.002,0.03562762254476192,-0.018643031821499272,1.1707187527640543
1433499016718422,51.7606392025,-1.2613839841,111.497887,5735846.42319668,619988.1837479625,-111.497887,30U,3.498,-1.49,0.005,0.03672810351274671,-0.01899631825502058,1.177145159335867
1433499016825088,51.7606423794,-1.2613861405,111.497231,5735846.772940397,619988.0265148532,-111.497231,30U,3.559,-1.492,0.011,0.038097857734906836,-0.019236207116238743,1.1847771970603935
1433499016928898,51.7606456154,-1.2613882786,111.495499,5735847.129286526,619987.8703879332,-111.495499,30U,3.625,-1.468,0.019,0.038799457916309746,-0.018291761529498022,1.1930290852329255
1433499017020327,51.7606489117,-1.26139038,111.493813,5735847.49239878,619987.7166337809,-111.493813,30U,3.694,-1.448,0.017,0.038841618625537006,-0.01663257011596129,1.201400388684526
