timestamp,latitude,longitude,altitude,northing,easting,down,utm_zone,velocity_north,velocity_east,velocity_down,roll,pitch,yaw
1437128061176838,51.7713246579,-1.2608981095,-843.04187,5737035.514220839,619993.3733265182,843.04187,30U,469.506,-35.415,165.164,0.2036325139260216,1.5749464093371144,-1.970410777310787
1437128061281600,51.7717510508,-1.2609575962,-860.575378,5737082.8340155585,619988.1382690361,860.575378,30U,464.639,-29.72,155.02,0.2020270158146119,1.5743907671123196,-1.9689910095427015
1437128061373028,51.772177467,-1.2610169736,-878.09613,5737130.156588422,619982.9107611477,878.09613,30U,459.755,-24.042,144.791,0.20151627319711565,1.5745260652244295,-1.9677361045111088
1437128061464457,51.7726038395,-1.2610762609,-895.636719,5737177.4744569855,619977.6896557255,895.636719,30U,454.878,-18.335,134.639,0.20085471823927895,1.5735044085405088,-1.9688000185291747
1437128061570171,51.7730302245,-1.261135466,-913.172241,5737224.793858038,619972.4742585166,913.172241,30U,450.035,-12.635,124.593,0.19966731523720502,1.5730095565437132,-1.968415466085919
1437128061675885,51.7734361274,-1.2611563736,-925.951294,5737269.898530979,619969.955362833,925.951294,30U,446.361,-12.392,116.786,0.1983419404671024,1.5722076878565177,-1.9671817386700303
1437128061767314,51.7738403361,-1.2611740207,-938.319702,5737314.820165542,619967.6659172289,938.319702,30U,442.793,-12.596,109.275,0.19717234786238538,1.5723383521630971,-1.9653638658199681
1437128061858742,51.774244529,-1.2611916265,-950.695251,5737359.740114302,619965.3793784693,950.695251,30U,439.164,-12.79,101.578,0.19619404280088948,1.5743191795166038,-1.9650506334117082
1437128061963503,51.7746486963,-1.2612091167,-963.07196,5737404.657409674,619963.1008982246,963.07196,30U,435.532,-12.973,94.084,0.19609414817952922,1.5757633725985931,-1.9660777848790614
1437128062070170,51.7750528593,-1.2612266524,-975.434265,5737449.574155307,619960.8193060367,975.434265,30U,431.993,-13.184,86.568,0.19379239999980705,1.5817045000008705,-1.9636880071648277
1437128062176837,51.7754411387,-1.2612457978,-984.091553,5737492.721894632,619958.4688062039,984.091553,30U,427.089,-14.076,81.694,0.19225845625478943,1.584800998898481,-1.9624485813187444
1437128062281599,51.775829431,-1.2612648477,-992.752136,5737535.871228791,619956.1248774014,992.752136,30U,422.139,-14.947,76.796,0.19140158355635992,1.5818130402311081,-1.9623454758710102
1437128064464452,51.7826999929,-1.2611227738,-991.668945,5738300.157349861,619947.702789098,991.668945,30U,221.833,61.696,-123.197,0.1794961193040715,1.5648454689429292,-1.9578901824590107
1437128064555880,51.7829263778,-1.2610465874,-981.457336,5738325.458219368,619952.3572397899,981.457336,30U,214.373,63.975,-128.483,0.177715347757422,1.5681529156311576,-1.9560985289747161
1437128064647308,51.7831211804,-1.2609549619,-968.766785,5738347.272332251,619958.1603173132,968.766785,30U,205.491,64.839,-133.742,0.1759925913722425,1.5695883280611644,-1.9539489202418094
1437128064750165,51.7833133225,-1.2608619222,-955.872498,5738368.792914637,619964.0679400611,955.872498,30U,196.459,65.598,-139.065,0.175861157094465,1.568460211959956,-1.9539822547040726
1437128064856832,51.7835054735,-1.2607688446,-942.973145,5738390.314557466,619969.9780973068,942.973145,30U,187.508,66.337,-144.301,0.17523353414552179,1.566487098977451,-1.9534247878317925
1437128064963498,51.7836976246,-1.2606757349,-930.078003,5738411.836272582,619975.890412315,930.078003,30U,178.508,67.091,-149.495,0.17411041680866268,1.5664396642514888,-1.9527140866536943
1437128065070165,51.7838897822,-1.2605825865,-917.184204,5738433.358782581,619981.805323299,917.184204,30U,169.525,67.849,-154.732,0.17279779999920247,1.5680605000004602,-1.9519192071636682
1437128065176831,51.7840421599,-1.2604842632,-901.70459,5738450.466023993,619988.1826620783,901.70459,30U,160.308,68.268,-158.495,0.17186288940447408,1.5687417120902807,-1.950814481169225
1437128065283498,51.7841945608,-1.2603858831,-886.224976,5738467.575948025,619994.5638102781,886.224976,30U,151.089,68.682,-162.244,0.17103480996645604,1.5681716146070528,-1.949860158556553
1437128065390164,51.7843469842,-1.2602874374,-870.738464,5738484.688491331,620000.9493766625,870.738464,30U,141.864,69.091,-166.025,0.17076644266906219,1.5676600047476685,-1.9489990752547937
1437128065493021,51.7844994049,-1.2601889483,-855.258118,5738501.800814978,620007.3378968714,855.258118,30U,132.645,69.494,-169.762,0.17030790227527975,1.5664896584364765,-1.9486265217232526
1437128065584450,51.7846518118,-1.2600904304,-839.786377,5738518.911660546,620013.728393345,839.786377,30U,123.419,69.9,-173.499,0.16938337290766892,1.56532381062242,-1.9484483240080497
1437128065675878,51.7847653461,-1.2599893299,-822.550781,5738531.703870907,620020.4001484688,822.550781,30U,115.814,77.497,-175.537,0.16817614631457917,1.5633684522949463,-1.9467334946988935
1437128065767307,51.7848756376,-1.2598879827,-805.170898,5738544.135875708,620027.0974911285,805.170898,30U,108.348,85.696,-177.439,0.16711591778088533,1.5605597190397635,-1.9452504260030463
1437128065858735,51.7849859006,-1.2597865921,-787.803772,5738556.564792197,620033.7978681569,787.803772,30U,100.83,93.916,-179.315,0.16625562425981114,1.5598107572250421,-1.945140394373255
1437128065963497,51.7850961257,-1.2596851436,-770.440674,5738568.989598913,620040.5023045833,770.440674,30U,93.329,102.135,-181.215,0.16565319022202799,1.56104061257388,-1.945852266911627
1437128066070163,51.7852063601,-1.2595837219,-753.070618,5738581.415405366,620047.2048332265,753.070618,30U,85.894,110.329,-183.091,0.1635323000005719,1.5645553999999597,-1.9445001071773782
1437128066161592,51.7852834721,-1.2594239216,-734.754333,5738590.2539197495,620058.0217037353,734.754333,30U,74.206,104.381,-185.267,0.16128291138250497,1.56749390173134,-1.9425972849987372
1437128066253020,51.7853605852,-1.2592640433,-716.434509,5738599.092708851,620068.8439130097,716.434509,30U,62.513,98.438,-187.455,0.1601120321524793,1.5696565558090583,-1.94177281788438
1437128066356829,51.7854377018,-1.2591041054,-698.113403,5738607.9320092965,620079.6701855832,698.113403,30U,50.85,92.485,-189.593,0.1592141157363451,1.5695480364547036,-1.9412587121291163
1437128066463496,51.7855148156,-1.2589441486,-679.793823,5738616.771053469,620090.4977310566,679.793823,30U,39.183,86.532,-191.71,0.15786837503685092,1.5693675787562855,-1.9404687133825305
1437128066570162,51.7855919352,-1.2587841664,-661.470276,5738625.610808458,620101.3269748908,661.470276,30U,27.515,80.578,-193.86,0.15629209714051165,1.5682721196433562,-1.9392212992517273
1437128066676829,51.7856199548,-1.2586647024,-642.150574,5738628.923582799,620109.4920475121,642.150574,30U,14.932,84.07,-196.779,0.15466302161011086,1.5671518060051528,-1.9375418419720158
1437128066783495,51.7856438519,-1.2585486227,-622.747498,5738631.7723448435,620117.4346443804,622.747498,30U,2.256,88.36,-199.8,0.15314083603481757,1.567397208392894,-1.9360112788529649
1437128066890161,51.7856677496,-1.2584324856,-603.346313,5738634.621280876,620125.3811899563,603.346313,30U,-10.423,92.658,-202.808,0.1519443830572584,1.5664223384203642,-1.9349153381478439
1437128066996828,51.7856916516,-1.2583162976,-583.94574,5738637.470791667,620133.3312260954,583.94574,30U,-23.086,96.96,-205.813,0.1508647967103116,1.56577130354804,-1.9338833785252945
1437128067095161,51.7857155721,-1.2582000474,-564.545898,5738640.322474994,620141.2854944238,564.545898,30U,-35.738,101.268,-208.852,0.14975349999978402,1.563354399999876,-1.9327856071792282
1437128067175161,51.7856834574,-1.258053281,-543.661499,5738636.992970007,620151.4933679752,543.661499,30U,-51.269,109.626,-215.675,0.14882640369790248,1.559449670443855,-1.9318855831209425
1437128067255161,51.7856513671,-1.2579064658,-522.769531,5738633.666279431,620161.7045566076,522.769531,30U,-66.782,117.977,-222.519,0.14809603831574641,1.5591891884340658,-1.9307246524107702
1437128067356827,51.7856192935,-1.2577596053,-501.877014,5738630.341541225,620171.918839378,501.877014,30U,-82.303,126.333,-229.344,0.14712460361893268,1.561318173668871,-1.9294228606970725
1437128067463493,51.7855872267,-1.2576126583,-480.991455,5738627.01772238,620182.1390841838,480.991455,30U,-97.841,134.697,-236.195,0.14651532943335277,1.5643685211793728,-1.928828634136419
1437128067570160,51.785555174,-1.2574656443,-460.107269,5738623.695602589,620192.3639267003,460.107269,30U,-113.358,143.02,-243.091,0.14588401589320374,1.5650919558608143,-1.9282803915212219
1437128067675875,51.7854577172,-1.2572621671,-436.010223,5738613.193221427,620206.6569634202,436.010223,30U,-124.14,144.447,-242.079,0.1453666366908974,1.566103688435057,-1.9279047021217075
1437128067767303,51.785354773,-1.2570539053,-411.642487,5738602.088534095,620221.2946480518,411.642487,30U,-134.517,145.286,-240.352,0.14537605709331775,1.5663780584049503,-1.9282161755522405
1437128067858732,51.7852518489,-1.256845641,-387.269714,5738590.986127971,620235.9325163353,387.269714,30U,-144.901,146.112,-238.646,0.14545362260752784,1.568203562628627,-1.928144689763325
1437128067963493,51.7851489484,-1.2566373426,-362.895386,5738579.886444397,620250.5727384364,362.895386,30U,-155.269,146.937,-236.953,0.14582605153477762,1.5653352124377988,-1.928265805263611
1437128068070159,51.785046046,-1.2564290481,-338.52536,5738568.78658494,620265.2127612578,338.52536,30U,-165.658,147.769,-235.199,0.1460066999994283,1.5628498999992537,-1.9285833071661
1437128068176826,51.7848971968,-1.2562149212,-315.000153,5738552.586797056,620280.3773390816,315.000153,30U,-173.526,148.392,-232.595,0.1462273918428321,1.563884490925562,-1.928976379695899
1437128068281588,51.7847483645,-1.2560008382,-291.467468,5738536.388860791,620295.5389401476,291.467468,30U,-181.387,149.01,-229.973,0.1459558447161114,1.568261741332684,-1.928432460889578
1437128068373016,51.7845995455,-1.2557867555,-267.936127,5738520.192447725,620310.7005811704,267.936127,30U,-189.266,149.634,-227.429,0.14590189194810174,1.5723208136374234,-1.928202781494135
1437128068464445,51.7844507411,-1.2555726533,-244.402359,5738503.997735101,620325.863624329,244.402359,30U,-197.136,150.252,-224.904,0.14614726008899231,1.5733249979977542,-1.9281855928633427
