timestamp,latitude,longitude,altitude,northing,easting,down,utm_zone,velocity_north,velocity_east,velocity_down,roll,pitch,yaw
1447236159300566,51.7606026939,-1.2612986807,111.013458,5735842.50355537,619994.1672217288,-111.013458,30U,-0.003,0.002,0.003,-0.009308399999658342,-0.006836900000820435,0.8810198999993397
1447236159407232,51.7606026811,-1.2612986818,111.015396,5735842.502130118,619994.1671797574,-111.015396,30U,-0.003,0.002,0.003,-0.009321104090713319,-0.006828032651352156,0.8809085386572961
1447236159513898,51.7606026499,-1.2612986845,111.020134,5735842.498656037,619994.1670761568,-111.020134,30U,-0.003,0.002,0.003,-0.009349432678155425,-0.006823955101452573,0.8806619651710802
1447236159620564,51.7606026236,-1.2612986868,111.024124,5735842.495727525,619994.1669871683,-111.024124,30U,-0.003,0.002,0.003,-0.009359906137197255,-0.006820108156671071,0.8804490366638905
1447236159723420,51.7606026135,-1.2612986876,111.02565,5735842.494603025,619994.1669587402,-111.02565,30U,-0.003,0.001,0.003,-0.00936777754768914,-0.0068134775478683185,0.8803718632221887
1447236159814848,51.7606026125,-1.2612986877,111.025803,5735842.494491654,619994.166954491,-111.025803,30U,-0.002,0.001,0.002,-0.009367653055098924,-0.006813789797743476,0.8803658530552458
1447236159906276,51.7606026325,-1.261298686,111.022827,5735842.496718579,619994.1670187776,-111.022827,30U,-0.003,0.001,0.002,-0.009369163257084747,-0.006806367348767057,0.8803659489907589
1447236159997704,51.7606026499,-1.2612986845,111.020195,5735842.498656037,619994.1670761568,-111.020195,30U,-0.003,0.001,0.002,-0.009373012247392136,-0.006801432651963858,0.8803737653029516
1447236160089132,51.7606026612,-1.2612986835,111.018562,5735842.499914314,619994.1671152044,-111.018562,30U,-0.002,0.001,0.002,-0.009368844898557209,-0.006798508155579936,0.880364061211224
1447236160193893,51.7606026677,-1.2612986829,111.017715,5735842.500638143,619994.1671393763,-111.017715,30U,-0.002,0.001,0.002,-0.009364914326324598,-0.006796514326349043,0.8803299896650021
1447236160300559,51.7606026721,-1.2612986825,111.017197,5735842.501128109,619994.1671553135,-111.017197,30U,-0.002,0.0,0.002,-0.009368100000759105,-0.0068019000005229945,0.8802932999992386
1447236160391987,51.7606026751,-1.2612986823,111.016876,5735842.501462057,619994.1671611606,-111.016876,30U,-0.002,0.0,0.002,-0.009377132652106171,-0.006803997954351732,0.8802511305790729
1447236160483415,51.7606026766,-1.2612986821,111.0168,5735842.501629196,619994.1671709857,-111.0168,30U,-0.002,0.0,0.002,-0.009375144898366402,-0.006801220404218853,0.8802096326254678
1447236160587223,51.7606026775,-1.2612986821,111.016724,5735842.501729282,619994.1671685989,-111.016724,30U,-0.002,0.0,0.002,-0.009374767348742612,-0.006797720404712706,0.880192124494703
1447236160693889,51.7606026766,-1.2612986822,111.016891,5735842.501629031,619994.1671640852,-111.016891,30U,-0.002,0.001,0.001,-0.009371744904481068,-0.006793675480252834,0.880200089807399
1447236160800555,51.7606026729,-1.2612986825,111.017609,5735842.501217074,619994.1671531923,-111.017609,30U,-0.002,0.001,0.001,-0.009382522448747814,-0.006788800000725825,0.880194993889297
1447236160907221,51.7606026664,-1.261298683,111.018852,5735842.50049341,619994.1671359217,-111.018852,30U,-0.002,0.0,0.001,-0.009381677550564889,-0.006791434697404759,0.8801964632575596
1447236161013887,51.760602657,-1.2612986838,111.020607,5735842.499446753,619994.1671056375,-111.020607,30U,-0.002,0.0,0.001,-0.009380397953697142,-0.006785297953948468,0.8801930244946755
1447236161120553,51.7606026451,-1.2612986848,111.022789,5735842.498121753,619994.167068181,-111.022789,30U,-0.002,0.0,0.0,-0.009379189798391667,-0.006783412247864736,0.8801919571472983
1447236161227219,51.7606026312,-1.261298686,111.025238,5735842.49657401,619994.1670222247,-111.025238,30U,-0.001,-0.0,0.0,-0.009382665288239127,-0.006781599999198561,0.8801838428358435
1447236161325552,51.760602616,-1.2612986873,111.027824,5735842.494881535,619994.1669728152,-111.027824,30U,-0.001,-0.0,-0.0,-0.009377100000486525,-0.00678359999991369,0.8801898000006279
1447236161405551,51.7606026007,-1.2612986886,111.030304,5735842.493177937,619994.1669236693,-111.030304,30U,-0.001,0.0,-0.0,-0.009379797954878867,-0.006778802046166725,0.8801924510353338
1447236161485550,51.7606025867,-1.2612986898,111.032486,5735842.491619076,619994.1668779787,-111.032486,30U,-0.001,-0.0,-0.001,-0.009378738787859659,-0.006778112248413106,0.8801887653031248
1447236161587217,51.7606025744,-1.2612986909,111.034332,5735842.490249426,619994.1668346806,-111.034332,30U,-0.001,0.0,-0.001,-0.009378332651488049,-0.006778240807620479,0.8801912999994188
1447236161693883,51.7606025637,-1.2612986918,111.035904,5735842.489058038,619994.1668009432,-111.035904,30U,-0.001,0.001,-0.001,-0.009375740912597994,-0.006769999999937738,0.8801830326435328
1447236161800548,51.7606025546,-1.2612986926,111.037224,5735842.488044743,619994.1667698639,-111.037224,30U,-0.001,0.001,-0.001,-0.00938227755112849,-0.006766926541447487,0.8801842122469972
1447236161906261,51.7606025471,-1.2612986933,111.038307,5735842.4872095445,619994.1667414434,-111.038307,30U,-0.001,0.001,-0.001,-0.009386346945104478,-0.00676833674304849,0.8801843306065004
1447236161997689,51.7606025411,-1.2612986938,111.039154,5735842.486541484,619994.1667228474,-111.039154,30U,-0.001,0.001,-0.001,-0.009375624495646228,-0.0067624877520259755,0.8801838102016774
1447236162089118,51.7606025367,-1.2612986942,111.039787,5735842.486051518,619994.1667069094,-111.039787,30U,-0.001,0.001,-0.001,-0.009383030606595521,-0.006754679595756841,0.8801914530560677
1447236162193879,51.7606025342,-1.2612986944,111.040154,5735842.485773172,619994.1666997364,-111.040154,30U,-0.001,0.001,-0.001,-0.009383904133414167,-0.006756577548815934,0.8801871000007097
1447236162300544,51.7606025334,-1.2612986945,111.040253,5735842.485684042,619994.1666949564,-111.040253,30U,-0.001,0.001,-0.002,-0.009384199999883637,-0.006757999999137627,0.8801884000004764
1447236162407210,51.7606025337,-1.2612986945,111.040207,5735842.485717406,619994.1666941612,-111.040207,30U,-0.001,0.002,-0.002,-0.009404183688206414,-0.006750665303570669,0.8801867755056045
1447236162511972,51.7606025341,-1.2612986944,111.040131,5735842.485762052,619994.1667000022,-111.040131,30U,-0.001,0.002,-0.002,-0.009413716337986931,-0.006749944899723286,0.880183842853297
1447236162603400,51.7606025347,-1.2612986944,111.040031,5735842.485828776,619994.1666984111,-111.040031,30U,-0.001,0.001,-0.002,-0.009418181616270503,-0.0067528795958113575,0.8801818795952533
1447236162694828,51.760602535,-1.2612986944,111.039978,5735842.485862137,619994.1666976152,-111.039978,30U,-0.002,0.001,-0.002,-0.009386032644467449,-0.00674796528794448,0.8801800837491913
1447236162800541,51.760602535,-1.2612986944,111.039978,5735842.485862137,619994.1666976152,-111.039978,30U,-0.001,0.002,-0.002,-0.009392057145799545,-0.006738889797490924,0.8801799734600906
1447236162906254,51.7606025348,-1.2612986944,111.040016,5735842.485839897,619994.166698146,-111.040016,30U,-0.001,0.001,-0.002,-0.009411316339223173,-0.006744267348902536,0.8801686122480513
1447236162997683,51.7606025343,-1.2612986944,111.0401,5735842.485784293,619994.1666994713,-111.0401,30U,-0.002,0.001,-0.002,-0.009411112247401762,-0.0067450448983202875,0.8801817551009177
1447236163089111,51.7606025338,-1.2612986945,111.040192,5735842.4857285265,619994.1666938962,-111.040192,30U,-0.002,0.001,-0.003,-0.009399687753214531,-0.0067480000007979725,0.8801799530554462
1447236163193872,51.7606025335,-1.2612986945,111.040253,5735842.485695164,619994.166694692,-111.040253,30U,-0.001,0.001,-0.003,-0.00939393677813748,-0.0067470550969942365,0.8801812449045254
